company_codes,desc,industry_codes,publication_date,region_codes,title
",ebayus,goog,onlnfr,prwth,xcmcrp,yahcor,","TWITTER is coming to Dublin. Following in the footsteps of other internet giants such as Facebook, Google, eBay, PayPal, LinkedIn and Yahoo, the microblogging phenomenon revealed it is to set up an international office in the capital.

Appropriately, the announcement was made in a tweet by State enterprise body IDA Ireland, which read: 'Ireland is trending. Twitter to establish international office in Dublin.'",",isocial,iint,imed,",1317081600000,",ire,dublin,eecz,eurz,weurz,",@Dublin: Twitter is coming to town
",onlnfr,onlnfr,","Nov 25, 2010 (WENN via COMTEX) -- Rocker Paul Weller will not be joining Facebook any time soon - he's blasted social networking websites as ""distracting"" and a waste of time.

The former The Jam frontman's representatives have set up an account on the popular site to keep fans up-to-date with his album releases and tour dates.",",iint,imed,isocial,",1290744326000,",usa,namz,",WELLER SLAMS FACEBOOK AS 'OPIUM OF THE MASSES'
",onlnfr,onlnfr,","The Hamburg Data Protection Authority (DPA) is starting preliminary procedures to bring legal action against Facebook over the facial recognition feature used for photo tagging on the social network.

The authority decided that further negotiation is futile after the social networking giant didn¡¯t agree to obtain consent from users retroactively, it was reported.",",imed,iint,isocial,",1321315200000,",gfr,dach,eecz,eurz,weurz,",Germany prepares to sue Facebook over facial recognition
",onlnfr,onlnfr,","11:58 (Dow Jones) Facebook may be worth as much as $160B thanks to a more ""commercial"" nature of its social-networking service than many users realize, Evercore says. Facebook's traditional display-ad business will give way to a more profitable ""sponsored content"" model that takes its cue from user preferences faster than anticipated. ""Facebook will redefine advertising and... the company is on course to be the most valuable media company in existence,"" firm writes. But that won't happen overnight, with more than 80% of projected valuation based on cash flows generated ""at least five years into the future."" Facebook filed an initial price range on its impending IPO last week, setting a valuation at the high end of $96B. (john.letzing@dowjones.com)

Call us at (212) 416-2181 or email john.shipman@dowjones.com [ 05-07-12 1158ET ]",",iint,imed,isocial,",1336406280000,",usa,usca,usw,namz,",MARKET TALK: Facebook Valuation May Be Up To $160B -Evercore
",onlnfr,onlnfr,","New York, Aug. 1 -- A leading scientist has indicated that social networking sites like Facebook and Twitter have created a generation obsessed with themselves, who have short attention spans and a childlike desire for constant feedback on their lives. Baroness Greenfield, professor of pharmacology at Oxford

University, believes the growth of Internet ""friendships"" - as well as greater use of computer games - could effectively ""rewire"" the brain.",",iint,imed,isocial,",1312156800000,",usa,usny,namz,use,","Facebook, Twitter leading to identity crises"
",onlnfr,onlnfr,","Nov 25, 2010 (WENN via COMTEX) -- Rocker Paul Weller will not be joining Facebook any time soon - he's blasted social networking websites as ""distracting"" and a waste of time.

The former The Jam frontman's representatives have set up an account on the popular site to keep fans up-to-date with his album releases and tour dates.",",iint,imed,isocial,",1290744326000,",usa,namz,",WELLER SLAMS FACEBOOK AS 'OPIUM OF THE MASSES'
",onlnfr,onlnfr,","Facebook just got scarier. Wired writes of the social networking site’s new “Open Graph” protocol today: “It’s an initiative that will unleash new waves of applications on Facebook that will greatly enhance the power of the service — already a major part of people’s lives — by adding a limitless stream of lifestyle data that people can use to […]

Facebook just got scarier.",",iint,imed,isocial,",1316736000000,",austr,apacz,ausnz,",A new not-so-little internet
",onlnfr,twnit,","A lot can happen in the blink of an eye when you live your professional life in the social media world. Especially when your section of the social-media world includes some of the most popular artists online: Lady Gaga, Katy Perry, Chris Brown, Rihanna, Justin Bieber...

Especially Justin Bieber -- and his 22 million Twitter followers.",",isocial,iint,imed,",1338249600000,,Justin Bieber and the Billboard Music Awards: A Tale of Dueling Hashtags
",onlnfr,alibab,dstmlr,gldmns,grpniu,onlnfr,pzaoob,twnit,dstmlr,","
   (From THE WALL STREET JOURNAL) 
   By Shira Ovide 

Being a privileged Facebook Inc. friend appears to have its drawbacks.",",iint,imed,isocial,",1328315526234,",russ,usa,usca,usw,asiaz,bric,devgcoz,dvpcoz,eeurz,eurz,namz,ussrz,",WSJ(2/4) Benefits and Barriers as Facebook's Friend
",onlnfr,onlnfr,","(""MARKET TALK: Zuckerberg, Others Hike Planned Facebook Sales,"" published at 6:50 a.m. EDT, incorrectly said Zuckerberg himself was boosting planned stock sales. They are instead being increased by holders whose shares he has voting control over. A corrected item follows.)",",iint,imed,isocial,",1337172000000,",usa,usca,usw,namz,",CORRECT: MARKET TALK: Current Holders Hike Planned Facebook Sales
",csensm,onlnfr,onlnfr,","June 30--My 10-year-old wants her own Facebook account. ""I want to be in touch with a lot of my friends I don't see in the summer and far-away family,"" NiNi tells me.

She points out that it would be some small compensation for the cruel hardship of not having a cellphone. Facebook, apparently, feels her pain, recently announcing that the social network may lower age restrictions that -- at least in theory -- block users younger than 13.",",iint,imed,isocial,",1341014400000,",usoh,namz,usa,usc,","Dayton Daily News, Ohio, Mary McCarty column"
",onlnfr,accl,applc,calsrs,goog,hewlp,ibm,ituit,onlnfr,wshpst,","Facebook Inc. is facing pressure to add women to its board of directors as it prepares to go public, with both shareholders and its user base asking for more diversity at the Menlo Park-based social network.

Facebook’s board is made up of seven men and no women, though the company’s Chief Operating Officer, Sheryl Sandberg, is a recognizable and outspoken representative of women in technology. Still, some say it’s not enough: The women’s advocacy group Ultraviolet recently ramped up a campaign calling on Facebook to add women to its board, and plans to deliver a petition to the company’s offices in New York on April 25.",",iint,imed,isocial,",1334880000000,",usca,namz,usa,usw,","Facebook silent as investor, activists demand women on board"
",csensm,onlnfr,onlnfr,","June 30--My 10-year-old wants her own Facebook account. ""I want to be in touch with a lot of my friends I don't see in the summer and far-away family,"" NiNi tells me.

She points out that it would be some small compensation for the cruel hardship of not having a cellphone. Facebook, apparently, feels her pain, recently announcing that the social network may lower age restrictions that -- at least in theory -- block users younger than 13.",",iint,imed,isocial,",1341014400000,",usoh,namz,usa,usc,","Dayton Daily News, Ohio, Mary McCarty column"
",onlnfr,onlnfr,","A PASTOR who barred church officials from using Facebook, saying it can lead to adultery, is temporarily stepping down from the pulpit after he confessed he had a three-way sexual relationship a decade ago.

The Rev. Cedric Miller made worldwide headlines last week when he urged congregants at his Living Word Christian Fellowship Church in Neptune, New Jersey, to drop their Facebook accounts because he believed the social networking site facilitated affairs.",",iint,imed,isocial,",1290729600000,",usa,namz,",UNITED STATES Anti-Facebook pastor admits three-way sex
",onlnfr,goog,onlnfr,","The business of Facebook

FACEBOOK has launched a new website aimed at businesses. The website's homepage says it teaches businesses “how to grow with Facebook's powerful marketing tools”. The site offers information and tips for small businesses, rather than any new features. The launch is seen to be a response to the release of Google's new social networking site Google+.",",iint,imed,isocial,",1312156800000,",austr,apacz,ausnz,",WHAT'S NEW ONLINE
",onlnfr,onlnfr,","(""MARKET TALK: Zuckerberg, Others Hike Planned Facebook Sales,"" published at 6:50 a.m. EDT, incorrectly said Zuckerberg himself was boosting planned stock sales. They are instead being increased by holders whose shares he has voting control over. A corrected item follows.)",",iint,imed,isocial,",1337172000000,",usa,usca,usw,namz,",CORRECT: MARKET TALK: Current Holders Hike Planned Facebook Sales
",onlnfr,onlnfr,","8 America

A series of private pictures of Facebook's chief executive, Mark Zuckerberg, were posted online by hackers on Tuesday. Fourteen pictures of Zuckerberg and his girlfriend, Priscilla Chan, were posted anonymously to the image site Imgur, under the headline: ""It's time to fix those security flaws Facebook.""",",iint,imed,isocial,",1323561600000,",afgh,asiaz,casiaz,dvpcoz,",Zuckerberg hacked; TOP STORIES FROM AROUND THE WORLD PM vetoes EU treaty and bombs kill 58 in Afghanistan
",onlnfr,ratel,","A new business-oriented social network has launched in an attempt to break the increasing stranglehold of LinkedIn, which has hit two million users in Australia alone.

The new entrant, titled WhenTheMeetingsOver.com, was born from the founding member's frustration at being unable to connect with like-minded people while away on business, not only on a professional level but on a social level as well.",",isocial,iint,imed,",1302825600000,",austr,apacz,ausnz,",Business social network start-up aims to break LinkedIn stranglehold
",onlnfr,onlnfr,","Several Facebook applications have been secretly transmitting users' personal information to commercial companies, it has been claimed.

US newspaper the Wall Street Journal said that the breach also included users who set all their information to be completely private. And in some cases, it said, the apps provided access to friends' names. A Facebook spokesman said the company would introduce technology to contain the leak.",",iint,imed,isocial,",1287446400000,",eland,eecz,eurz,uk,weurz,",Facebook applications 'leaking users' details'
",onlnfr,onlnfr,","ATLANTA -- How often do you update your Facebook page? Never? Once a week? Once a day? Every hour?

Are you striking a pose in your photos taken in glamorous environs, or are the pictures of your family, friends and pets?",",iint,imed,isocial,",1284854400000,",usa,namz,","You probably think this story's about you; That is, if you are heavily managing your Facebook"
",onlnfr,onlnfr,","The Tribune joining Facebook - go on, be its friend.

Moxies muffins - pear, pistachio and ginger, fantastico.",",iint,imed,isocial,",1282953600000,",nz,ausnz,apacz,","The Tribune joining Facebook - go on, be its friend."
",onlnfr,twnit,onlnfr,","The microblogging site Twitter turned down a 500 million dollar purchase offer from the social networking site Facebook in 2008, according to the Financial Times.

In an interview with the British business daily published over the weekend, co-founder Biz Stone said Twitter wanted to become not just a popular site but a viable business, rather than be taken over by another company.",",iint,imed,isocial,",1294020365000,",usca,namz,usa,usw,",Facebook tried to buy Twitter in 2008: report
",onlnfr,yoinco,onlnfr,","2012 JAN 23 - (NewsRx.com) -- Hackers invading databases is just the tip of the iceberg in online terrorist activity: International terrorist organizations have shifted their Internet activity focus to social networks and today a number of Facebook groups are asking users to join and support Hezbollah, Hamas and other armed groups that have been included in the West's list of declared terror organizations. This has been shown in a new study conducted by Prof. Gabriel Weimann of the University of Haifa.

""Today, about 90% of organized terrorism on the Internet is being carried out through the social media. By using these tools, the organizations are able to be active in recruiting new friends without geographical limitations,"" says Prof. Weimann.",",isocial,iint,imed,",1327276800000,",usa,namz,",Terrorism; A 'friend' request from al-Qaida
",onlnfr,onlnfr,","Oct 06, 2011 (WENN via COMTEX) -- Actress PATRICIA ARQUETTE is shutting down her Facebook.com page after reportedly becoming the target of an Internet stalker.

The 43-year-old True Romance star invited strangers to contact her via Facebook as part of a ""social experiment"" but one man has left her fearing for her safety.",",iint,imed,isocial,",1317947893000,",usa,namz,",ARQUETTE SHUTS DOWN FACEBOOK ACCOUNT OVER STALKER FEARS
",onlnfr,yoinco,goog,","If you're not on Facebook and Twitter you're missing out.

SMALL BUSINESSES need to think about faster bandwidth and the rise of social networking when setting up online, says a business lecturer.",",isocial,iint,imed,",1304208000000,",nz,apacz,ausnz,",Be sociable for success
",onlnfr,yoinco,","Nov 11, 2011 (The Nation/All Africa Global Media via COMTEX) -- Firms in Kenya could be forced to change marketing strategies, after it emerged that citizens resent their presence in social networking sites.

According to a study by TNS, 52 per cent of Kenyans do not want to engage with brands via social media.",",isocial,iint,imed,",1321007880000,",kenya,africaz,devgcoz,dvpcoz,eafrz,",Kenyans 'Do Not Like' Firms in Social Sites
",onlnfr,onlnfr,","in your facebook

NEW YORK - In an about-face after a torrent of online protests, Facebook is backing off a change in its user policies while it determines how best to resolve questions such as who controls the information shared on the social-networking site.",",iint,imed,isocial,",1235433600000,",usa,namz,",UP 2 SPEED
",onlnfr,moscop,goog,onlnfr,","SAN FRANCISCO (AP) - Facebook has updated its status to include a relationship with RockMelt, an upstart Web browser that revolves around Facebook's online hangout.

The business partnership announced Tuesday resulted in the latest update to the Facebook-driven Web browser, which RockMelt introduced late last year.",",iint,imed,isocial,",1308063973000,",usa,usca,sfra,namz,usw,",Status update: Facebook enters business relationship with RockMelt's social networking browser
",wkleak,twnit,intbmc,","* Twitter increasingly central to political protest

* Mainstream politicians, media watching closely",",iint,imed,isocial,",1291823942000,",uk,eecz,eurz,weurz,","From Wikileaks to #ukuncut, Twitter gets political"
",onlnfr,onlnfr,","London, March 11 2011 (PTI) -- 'Facebook' users can now

tell a ""trusted friend"" if they feel they are being bullied or harassed online, thanks to a new option introduced by the popular social networking site.",",iint,imed,isocial,",1299801600000,",india,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,",Facebook unveils option to let friend know of online bullying
",ftrade,onlnfr,onlnfr,","DOW JONES NEWSWIRES

Experts say the Federal Trade Commission's review of Facebook Inc.'s purchase of Instagram could take six to 12 months, possibly delaying the planned closure of the deal, the Financial Times reported Thursday.",",iint,imed,isocial,",1336683300000,",usa,usca,usw,namz,",DJ Experts Say FTC Review Of Facebook's Instagram Deal Could Take 6-12 Months -FT
",newsc,myspae,newsc,onlnfr,specni,","A day after laying off half his global work force, Myspace's chief executive told remaining employees that parent company News Corp. is exploring a sale, merger or spinoff of the social-media website.

Myspace Chief Executive Mike Jones spoke of the plans in a companywide meeting on Wednesday, according to News Corp., which also owns The Wall Street Journal. ""We are considering a number of strategic options for the business,"" a News Corp. spokeswoman said.",",isocial,iint,imed,",1294897020000,",usa,namz,",News Corp. Explores Strategic Options for Myspace
",onlnfr,onlnfr,","Jan 30, 2011 (WENN via COMTEX) -- THE SOCIAL NETWORK star JESSE EISENBERG faced off with the real-life Facebook founder for the first time at the weekend (29Jan11) - when MARK ZUCKERBERG made a surprise appearance on comedy sketch show SATURDAY NIGHT LIVE.

Eisenberg, who portrayed the 26-year-old social networking entrepreneur on the big screen, hosted the show on Saturday night - with rapper Nicki Minaj as the musical guest.",",iint,imed,isocial,",1296437869000,",usa,namz,",EISENBERG MEETS FACEBOOK FOUNDER ON SNL
",onlnfr,dstmlr,onlnfr,","5 Dec 2011 08:45 EDT DJ 
Mail.Ru CEO: May Sell Facebook Stake After Firm's IPO

MOSCOW (Dow Jones)--Russian Internet company Mail.Ru Group (MAIL.LN) may sell its Facebook stake after the U.S. social networking group's initial public offering, the Russian firm's co-founder and chief executive told Dow Jones Newswires Monday.",",iint,imed,isocial,",1323090840000,",russ,mscity,usa,usca,usw,asiaz,bric,devgcoz,dvpcoz,eeurz,eurz,namz,rucfd,ussrz,",*DJ Mail.Ru CEO: May Sell Stake In Facebook Depending On Market
",onlnfr,yoinco,onlnfr,","According to Experian Hitwise's international study on howmuch time people living in different countries spend on social networks, Indiaranks 5th and has 14 per cent share in terms of percentage of internet visitsgoing to social networking sites. Facebook, YouTube and Orkut continue to bethe top three social networking websites in India. Countries like Brazil,Singapore, USA, India, New Zealand, France, Australia and the UK were a part ofthe study.

As per the study, social networking sites are amongst the topthree sources of traffic for the industry categories such as automotive,community, computers and internet, education, entertainment, food andbeverages, health and medical, lifestyle, music, news and media, shopping andclassifieds, sports and travel.",",iint,imed,isocial,",1317168000000,",india,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,",India accounts for 14% of global visits going to social networks: Study
",onlnfr,onlnfr,yoinco,","NEW YORK (Billboard/Reuters) ' It's official -- Eminem is the most 'liked' living artist on Facebook.

The Detroit rapper overtook Lady Gaga this week for the distinction, currently coming in at over 28,883,000 'likes' as opposed to Gaga's 28,872,000.",",iint,imed,isocial,",1298678400000,",phlns,apacz,asiaz,devgcoz,dvpcoz,seasiaz,",Eminem overtakes Lady Gaga as most-liked on Facebook
",onlnfr,onlnfr,","FACEBOOK is rolling out a new feature requiring outside applications and websites to tell users exactly what parts of their profiles have to be shared for the apps to work.

Applications already needed users' permission to access anything in their profiles that wasn't public, such as users' photos, friends' birthdays or email addresses, but these services didn't have to specify what information they were using. Under the new policy, the services will say which aspects of a profile they will mine.",",iint,imed,isocial,",1278028800000,",austr,ausnz,apacz,",Facebook make smore changes
",onlnfr,dstmlr,onlnfr,","5 Dec 2011 08:45 EDT DJ 
Mail.Ru CEO: May Sell Facebook Stake After Firm's IPO

MOSCOW (Dow Jones)--Russian Internet company Mail.Ru Group (MAIL.LN) may sell its Facebook stake after the U.S. social networking group's initial public offering, the Russian firm's co-founder and chief executive told Dow Jones Newswires Monday.",",iint,imed,isocial,",1323090840000,",russ,mscity,usa,usca,usw,asiaz,bric,devgcoz,dvpcoz,eeurz,eurz,namz,rucfd,ussrz,",*DJ Mail.Ru CEO: May Sell Stake In Facebook Depending On Market
",onlnfr,dstmlr,onlnfr,","5 Dec 2011 08:45 EDT DJ 
Mail.Ru CEO: May Sell Facebook Stake After Firm's IPO

MOSCOW (Dow Jones)--Russian Internet company Mail.Ru Group (MAIL.LN) may sell its Facebook stake after the U.S. social networking group's initial public offering, the Russian firm's co-founder and chief executive told Dow Jones Newswires Monday.",",iint,imed,isocial,",1323090840000,",russ,mscity,usa,usca,usw,asiaz,bric,devgcoz,dvpcoz,eeurz,eurz,namz,rucfd,ussrz,",*DJ Mail.Ru CEO: May Sell Stake In Facebook Depending On Market
",onlnfr,onlnfr,","London, Feb. 14 -- A prominent American proxy advisory firm has accused Facebook founder Mark Zuckerberg accused of 'hubris', criticizing his plan to use a dual class share structure to maintain control of voting rights at the firm even after the multi-million dollar flotation. The prospectus published last month by Facebook disclosed that Zuckerberg, 27, will control almost 57percent of voting rights on all key decisions at the company. Institutional Shareholder Services (ISS), which advises over 1,500 institutional investors on corporate governance, said that the firm's dual-class share structure diminishes shareholder rights and limits the accountability of its board of directors to investors, The Telegraph reports. ""This is a governance profile with a defence against everything [except] hubris,"" ISS said in a report sent to clients.",",iint,imed,isocial,",1329177600000,",eland,usa,eecz,eurz,namz,uk,weurz,",US proxy advisor accuses Zuckerberg of 'hubris' over Facebook voting rights control
",onlnfr,onlnfr,","11 May 2012 12:28 EDT DJ 
Facebook Co-Founder Eduardo Saverin Renounces US Citizenship -Bloomberg

DOW JONES NEWSWIRES",",iint,imed,isocial,",1336752900000,",braz,singp,usa,usca,usw,apacz,asiaz,bric,devgcoz,dvpcoz,lamz,namz,samz,seasiaz,",*DJ Facebook Co-Founder Eduardo Saverin Renounces US Citizenship -Bloomberg >FB
",gnmoc,goog,onlnfr,onlnfr,","Facebook shares plunged nearly 11 percent Monday during the stock's first full day of trade as the enthusiasm from a massive public offering for the social network giant turned to skepticism.

The stock closed at $34.03, down 10.99 percent for the day and well below the $38 initial public offering price, which made Facebook the second largest US IPO of all time.",",iint,imed,isocial,",1337633098000,",namz,usa,",Facebook shares plunge below IPO price
",onlnfr,goog,onlnfr,","India, Sept. 6 -- Facebook is reportedly prepping a new feature that will allow its users to view others' wall posts in the language of their choice with just a single click. The ""Translate"" button, reports say, is presently visible to only a handful of Facebook users and is expected to be rolled out elsewhere very soon.

Related Stories",",iint,imed,isocial,",1315267200000,",india,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,","Facebook prepping a 'Translate' button for its pages, say reports"
",onlnfr,onlnfr,","Jesse Eisenberg's portrayal

of Mark Zuckerberg in the Oscar-winning film The Social Network was memorable - and deeply unflattering. Now the Facebook founder is rebranding in a subtle but effective fashion. He has got himself the best possible tool to engender goodwill: Beast, a fluffy little dog. Even better, he's set up a Facebook page for his new addition. Sample update: ""I just took a dump and made Mark Zuckerberg pick it up. It was glorious.""",",isocial,iint,imed,",1299715200000,",uk,eecz,eurz,weurz,","G2: How cute is that doggy in the browser window?: Not content with starting the whole social networking trend, Mark Zuckerberg has now created a Facebook page for his dog. And he's not the only one. Why, oh why, asks Bim Adewunmi"
",onlnfr,onlnfr,","Dubai, Dec. 28 -- Viva issued the following news release:

VIVA customers can now stay in touch with Facebook through a new initiative formed between the two organizations making VIVA the first operator to launch such services in the Kingdom.",",iint,imed,isocial,",1293494400000,",bahrn,asiaz,devgcoz,gulfstz,meastz,wasiaz,",Viva Bahrain First to Launch Facebook SMS Service
",twnit,","29 June 2011 - Biz Stone, one of the trio that brought Twitter into existence, is also leaving his full-time job at the company to pursue a new venture with fellow co-founder and former CEO Evan Williams, who took a back seat in March, the Financial Times reported.

Stone and Williams will be joined by Jason Goldman, formerly employed by Twitter as a product engineer. No specifics are available at this point but the troika plan to ""develop new projects and work on solving big problems"" through the new incarnation of Obvious Corp, the company set up by Williams five years ago and the original parent of Twitter.",",iint,imed,isocial,",1309305600000,",usa,namz,",-Another Twitter co-founder decides to step back
",twnit,","29 June 2011 - Biz Stone, one of the trio that brought Twitter into existence, is also leaving his full-time job at the company to pursue a new venture with fellow co-founder and former CEO Evan Williams, who took a back seat in March, the Financial Times reported.

Stone and Williams will be joined by Jason Goldman, formerly employed by Twitter as a product engineer. No specifics are available at this point but the troika plan to ""develop new projects and work on solving big problems"" through the new incarnation of Obvious Corp, the company set up by Williams five years ago and the original parent of Twitter.",",iint,imed,isocial,",1309305600000,",usa,namz,",-Another Twitter co-founder decides to step back
",onlnfr,goog,onlnfr,","India, Sept. 6 -- Facebook is reportedly prepping a new feature that will allow its users to view others' wall posts in the language of their choice with just a single click. The ""Translate"" button, reports say, is presently visible to only a handful of Facebook users and is expected to be rolled out elsewhere very soon.

Related Stories",",iint,imed,isocial,",1315267200000,",india,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,","Facebook prepping a 'Translate' button for its pages, say reports"
",onlnfr,onlnfr,","5:51 (Dow Jones) The world is finally getting its first official look at Facebook financials. A quick back-of-the-envelope calculation shows margins contracted a bit from 2010 to 2011, but still: the company made $1B in net income on $3.7B in revenue last year, for a margin of 27%. Not bad. It shrank from 31% in 2010, as revenue grew 88% but expenses grew 107%. Facebook's biggest cost? Operation of data centers, such as facility and server equipment rent expense and depreciation, energy and bandwidth cost, support and maintenance costs and salaries, benefits and share-based compensation for employees. (christian.berthelsen@dowjones.com)

Call us at (212) 416-3100 or email patrick.sullivan@dowjones.com",",iint,imed,isocial,",1328136693843,",usa,usca,usw,namz,","DJ MARKET TALK: Facebook Margins Shrink, But Still Pretty Profitable"
",afl,onlnfr,onlnfr,","For folks in the insurance industry, social media works to broaden your network and complement your sales efforts. Consider these tips for using social media as a broker.

* Recognize it’s not a fad. Consider these facts: 96 percent of millennials are on a social network; 80 percent of companies use social media for recruitment and 78 percent of consumers trust recommendations. And the insurance industry is at the forefront of the Facebook revolution: as an industry, they have the most Facebook pages, Schneider says.",",iint,imed,isocial,",1338508800000,",usa,namz,",8 tips for social media
",onlnfr,","This is a prime example of the power of Social Media.

Till date, Anna Hazare has gone on ""Fast unto death"" campaign many times previously in his life, but the reach, publicity and fame that the Jan Lokpal Bill against corruption has got has to be seen to be believed.",",isocial,iint,imed,",1302220800000,",india,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,",Social Media catapults Anna Hazare's campaign into a global phenomenon!
",wkleak,onlnfr,onlnfr,goog,","Facebook co-founder Mark Zuckerberg on Wednesday beat WikiLeaks chief Julian Assange to be crowned Time magazine's ""person of the year"" -- even though the weekly's own readers thought it should be the other way around.

Zuckerberg, only 26, is the second youngest person named to the cover of Time's ritual annual issue.",",iint,imed,isocial,",1292428549000,",usa,namz,",Facebook founder named Time's 'person of year'
",onlnfr,","SINÉAD O'CONNOR'S relationship demands, Brian O'Driscoll's latest tactics and the humour of Dara O'Briain can now reach a potential 500million readers.

Both are avid users of Twitter, which surpassed expectations when it reached the landmark half-a-billion subscriber mark yesterday.",",isocial,iint,imed,",1329955200000,",ire,eecz,eurz,weurz,",zOMFG: Twitter reaches 500m #looKoutfacebooK
",onlnfr,onlnfr,","Tashkent, Uzbekistan (UzDaily.com) -- Single communication operator Beeline (Unitel LLC and Butzon JV) launched new service for its subscribers, which will allow them to use Facebook through SMS messages.

Facebook is one of the largest social networks in the world with over 600 million users, of which 230 million use the site through mobile devices.",",iint,imed,isocial,",1304467200000,",tash,asiaz,casiaz,dvpcoz,ussrz,uzbk,",Beeline subscribers can use Facebook with SMS
",twnit,","MEDIA BLAB NEWS BITES

Twitter's decision to open a UK office could leave it more vulnerable to prosecution over what its users write. Lawyers who spoke to the BBC agreed that the move meant the company may no longer be able to claim to be solely US-based and immune to English law.",",iint,imed,isocial,",1306368000000,",uk,eecz,eurz,weurz,",TWITTER'S PLAN TO OPEN A UK OFFICE COULD MAKE IT MORE VULNERABLE TO PROSECUTION
",twnit,","Twitter has added a new profile setting to increase the level of security when accessing the mobile blogging site over an unsecured Wi-Fi connections.

The 'Always use HTTPS' option means, once users log in, all Twitter interaction is encrypted automatically.",",iint,imed,isocial,",1300752000000,",uk,eecz,eurz,weurz,",Twitter has added a new profile setting to increase the level of security when...
",yoinco,onlnfr,","The Pentagon has decided to allow its troops to use social networking sites like YouTube, Facebook, and MySpace et al.

Earlier, around 10 social media sites were blocked by the US Military in accordance with the order passed by the Pentagon.",",isocial,iint,imed,",1267228800000,",india,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,",Pentagon to allow troops to use social networking sites
",onlnfr,onlnfr,","London, June 18 -- Wondering whether you will leave your real-life friends behind by using Facebook? Well, it's not true.

A new study has said that Facebook users have more close ties with their offline friends than those who don't use the social networking site, reports New Scientist.",",iint,imed,isocial,",1308355200000,",eland,eecz,eurz,uk,weurz,",Facebook users have more close ties with offline friends than non-users (Re-issue)
",onlnfr,onlnfr,","GHNS

The Better Business Bureau warns a bogus email supposedly from Facebook CEO Mark Zuckerberg is popping up in emails. The email claims the recipient is the winner of $1 million dollars in a 2011 Sweepstake sponsored by Facebook.",",iint,imed,isocial,",1320796800000,",usok,namz,usa,uss,",Beware of bogus Facebook email scams
",cirsol,hrnjwu,onlnfr,unfond,onlnfr,","Randi Zuckerberg had to be persuaded by a call from her mother to join her younger brother Mark's fledgling technology startup - Facebook.

During a fleeting visit to speak to social media fans and corporate marketers in Auckland yesterday, Zuckerberg laughed at the fact that she almost passed up a ticket to board the meteoric rise of one of the world's most dynamic and recognisable brands.",",iint,imed,isocial,",1341446400000,",nz,apacz,ausnz,",ZUCKERBERG NAME OPENS DOORS
",yoinco,onlnfr,","The Pentagon has decided to allow its troops to use social networking sites like YouTube, Facebook, and MySpace et al.

Earlier, around 10 social media sites were blocked by the US Military in accordance with the order passed by the Pentagon.",",isocial,iint,imed,",1267228800000,",india,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,",Pentagon to allow troops to use social networking sites
",onlnfr,onlnfr,","NEW YORK - It's said that it's better to give than to receive. That's not true for the average Facebook user, though.

A new study out last week found that the average user of the world's biggest online social network gets more than they give. That means more messages, more ""likes"" and more comments. Yes, even more ""pokes.""",",iint,imed,isocial,",1328400000000,",ustx,namz,usa,uss,",Study: Being 'liked' feels good
",wkleak,onlnfr,onlnfr,goog,","Facebook co-founder Mark Zuckerberg on Wednesday beat WikiLeaks chief Julian Assange to be crowned Time magazine's ""person of the year"" -- even though the weekly's own readers thought it should be the other way around.

Zuckerberg, only 26, is the second youngest person named to the cover of Time's ritual annual issue.",",iint,imed,isocial,",1292428549000,",usa,namz,",Facebook founder named Time's 'person of year'
",onlnfr,onlnfr,","The Digital Services division of Hungama Digital Media Entertainment has been conferred with the Preferred Marketing Developer (PMD) badge by Facebook. PMD is given to developers that have demonstrated value-added capabilities in areas such as Pages, Ads, Apps and Insights. The badge is for companies that have clearly demonstrated unique capabilities that help marketers achieve scale and efficiency, and extend measurably beyond the functionality of Facebook’s native tools.",",imed,iint,isocial,",1337904000000,,Facebook confers ‘Preferred Marketing Developer’ status to Hungama Digital
",myspae,onlnfr,onlnfr,newsc,specni,","NEW YORK (AP) - The once-dominant social network MySpace is revamping its home page. It's looking a little more like its more popular and populous rival, Facebook, even as it attempts to set itself apart.

In simplifying its user home page, MySpace is making users' stream wider and more prominent. The stream is the constantly updated flow of status updates and shared content, much like the news feed that is front and center in Facebook.",",iint,imed,isocial,",1281564048000,",usa,namz,","MySpace takes cue from Facebook, simplifies users' pages as it prepares for broader overhaul"
",ftrade,ftrade,myspae,specni,","Office of Public Affairs

Myspace Settles FTC Charges That It Misled Millions of Users About Sharing Personal Information with Advertisers",",iint,imed,isocial,",1336435200000,",usa,namz,",Myspace Settles FTC Charges That It Misled Millions of Users About Sharing Personal Information with Advertisers
",cmmkya,nlchcs,onlnfr,twnit,","Text of report by Kenyan privately-owned daily newspaper The Standard website on 14 December

Facebook and Twitter users in Kenya who post material passing as hate speech and incitement to violence could soon find themselves in trouble with the law.",",imed,iint,isocial,",1323878614000,",kenya,africaz,devgcoz,dvpcoz,eafrz,","Kenya to boost monitoring of social media ""hate speech"""
